,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,New_Item_Type_Drinks,New_Item_Type_Food,New_Item_Type_Non-Consumable
4398,-0.60519884197631,0,1.0102385578852988,8,0.2163019451643053,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4944,-1.0571496424018385,2,-1.0569704219459466,5,-0.455642740624327,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2108,0.6252431277685843,2,0.8136009956866698,6,0.9310952403474801,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
308,-1.5173822637775731,1,-0.7895893531980601,0,-0.7763810572360008,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7555,1.1576459031389712,1,-0.7583219870906908,4,1.8478409493034789,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1712,-1.3304497337586374,1,0.0909968792984262,13,-0.41925899786980964,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3156,-1.0500509387302335,0,0.3413935345471474,9,1.179066071450119,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3935,0.0,0,-0.8883328049625531,9,0.7076350213643994,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2101,-0.5223806324742499,0,-0.14290208843622904,11,0.3718955164389864,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7735,0.0,2,-1.1345066983641485,6,0.6824917322810632,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4606,-1.950403187745488,2,0.8209565779263853,3,1.450616162796705,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7876,-0.23843248561004365,2,-0.1069590942049246,6,0.3799244119184015,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4041,-0.5117325769668422,2,-2.0331264273554455,13,-1.0564257199998075,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
214,0.42411319040643813,0,0.2575669448657156,9,0.330187010202521,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2797,-1.686568034617496,1,-0.059160891984318426,14,0.7578798492745789,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3875,0.05734683404017134,1,-1.251657583607521,4,-0.377592241889837,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6455,-1.3683094866738648,1,-1.1463575734221396,5,-0.6886541336697198,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
70,0.6489054733406013,2,0.8657917438096121,13,0.4686244376167875,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7544,0.5305937454805153,1,-0.04939762675850447,10,1.6372269630874619,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5333,-1.3896055976886803,2,1.2187886302617004,10,0.7028176840767502,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2088,-0.7235105698363961,2,1.9175658444244472,0,-1.4482839927681401,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6582,0.5069313999084982,1,-0.13264226543850746,14,-1.2697855884697842,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8483,-1.087910691645461,1,-0.594305959727365,7,-0.3839318577603832,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2065,1.5717369506492722,2,1.1330237556322262,14,1.4934230219347542,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3618,0.0,2,1.18158247356469,13,-1.5359691660779282,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5869,0.0,2,-1.87213957325662,6,-0.4015954278150963,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1687,-0.29758834954008667,2,0.49421249089478225,5,-0.9918123807396667,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4149,-1.7196953184183204,2,0.05410164523065725,13,-1.2489104602233048,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7369,0.341294980904378,1,-0.9471314251843552,5,-1.017463096017302,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2470,-0.9814301365713834,2,1.0451253504495066,3,0.7322291339969437,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6847,-1.6510745162594704,1,-3.5441772772310904,7,0.21207553458394143,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2308,-1.1056574508244739,1,-0.20140832816599807,6,-1.49696479183893,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2071,-0.9483028527705597,0,-1.597551991144248,9,-0.5667819234085825,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
865,-0.08462723939193177,1,0.9565007224711617,3,-0.36368940647768194,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4337,0.0,2,-1.483432581802352,10,-1.5338559607877462,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6400,0.8263730651307307,1,-0.5973821682081177,6,-1.4477765665738411,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3916,-1.349379610216251,2,1.4808159678629242,1,-1.7230873925629848,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6755,1.0629965208509027,2,-0.8825730203375023,3,-0.8495724684263489,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
613,-0.13195193053596602,2,0.2575669448657156,13,-1.3430187499166248,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467,-0.5578741508322758,1,-0.0355406825345449,5,-0.8383737650116607,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4579,0.05734683404017134,1,0.4341882605927187,4,0.44035309085467095,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7958,0.43594436319244645,1,-1.2485638682285058,7,0.056523713565753315,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
802,-0.9293729763129459,0,0.2575669448657156,9,-1.3734450522254165,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8106,0.9210224474187992,2,-1.0148098359506263,14,-1.6621512874324158,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2620,-0.8489210013680875,1,0.8422734837290782,4,0.11420651024806294,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7081,0.0,2,1.7400884236366974,0,0.915586625839442,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3523,0.9091912746327905,1,0.2575669448657156,6,-0.5106631555656628,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8060,0.0,1,0.8262271845111238,4,0.06455260904516841,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2500,0.0,0,-0.6342733478633674,9,-0.5395671792915571,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4074,1.0984900392089283,1,-0.920375685204611,5,1.9381467540977473,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5649,0.0,1,-1.904647849742533,10,-1.6557281710488838,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4231,-1.3304497337586374,1,0.2575669448657156,13,0.90328956952317,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3335,-0.5578741508322758,2,-1.0129360139960235,6,1.243804661479739,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6952,0.0,1,-0.806994728626452,10,-0.010835507948347298,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3065,-1.4641419862405345,2,0.6624275567491076,13,-0.1530336700051721,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7397,-0.08462723939193177,1,-1.2561388114656076,1,0.9214188155156892,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6239,-0.0018090298898716605,1,0.7877246833893577,5,-1.651967436406326,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7945,0.0,1,0.0032459241968187226,13,0.7011701547243743,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3327,-1.2653782834355902,1,0.849892300409752,13,-0.4582633721088079,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1455,0.0,2,0.7548388750887561,13,0.28957685686763907,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7895,0.03368448846815422,0,-0.33625011755002954,9,1.8259092184119083,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4732,-0.841822297696482,1,0.9373717227597552,1,-1.2077093801811383,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
456,0.0,1,0.6464496131698778,4,1.919975757848735,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4674,0.0,0,2.2043462326851313,9,0.5793396947197299,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8379,-0.368575386256138,1,-2.6278441239547163,10,0.9369691802802202,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23,0.0,1,0.07596181480714627,0,-0.5347080917474151,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5420,0.0,0,-0.43038537079015093,9,-0.20272932146456007,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
527,0.0,0,1.4143763662319506,9,0.30986105840683353,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7408,0.0,1,-1.218291905265444,6,0.6600525751951938,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
479,1.5717369506492722,0,-1.6181238552962272,9,0.7076350213643994,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4968,0.0,1,1.0672281298435449,4,1.231507605163467,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6898,0.29397028976034334,1,0.6299660342709138,4,1.406245274819265,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2350,0.03368448846815422,2,1.2362925602834718,3,0.8871900283078469,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4284,-0.1674454488939919,2,0.3585270323011798,10,0.6632223831304667,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5712,-1.4878043318125518,0,0.7557784349975903,9,0.825197320532187,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2446,0.0,0,1.2622697898469304,9,-1.6872528262592592,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3075,1.7728668880114187,1,0.1454817650241513,0,1.4832391709086643,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3663,-0.841822297696482,1,0.9447475706540579,1,-1.2253729502358517,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7029,-1.0311210622726197,1,0.7692623025581838,3,-1.4525939038614903,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51,-0.6300443048269282,1,1.4113115317106393,5,0.008392090945755758,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3728,1.3942693588591433,1,-1.0746008808569314,4,-0.6999363375973939,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3698,1.1221523847809458,1,0.054275179430265066,5,-1.5936937130167312,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4127,0.18748973468626612,2,-0.7092458086268062,3,-0.6667641530346426,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
489,0.0,2,1.6557510533986455,5,-1.6626587136267148,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2630,-0.250263658396052,2,0.8863933540039706,4,1.2956135182293087,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3319,0.3058014625463521,1,-0.47035809539952356,15,-0.2358597557708184,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3681,-1.33399908559444,2,-0.45331013649004354,0,-1.269236412018992,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3209,-0.6761858786923618,2,-0.4677270311084831,13,-0.19740455798261183,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8043,-0.29758834954008667,1,0.30424004824609374,14,0.032478777384001026,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2828,1.4534252227891862,2,0.8446935503590873,6,1.4031172171404853,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7636,0.18748973468626612,2,0.2575669448657156,10,-1.6545880678908067,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4540,0.0,1,1.5123526613941805,13,0.8690190320588342,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3697,0.29397028976034334,1,1.0979989236233547,6,-0.8650810829343871,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3619,-0.23843248561004365,2,-0.09849458289133012,6,0.3670781791513371,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5143,0.6725678189126184,2,0.9761155406108202,3,-0.46523566494313207,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1652,-0.4040689046141639,1,1.035119860484509,4,-1.5418431060106683,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6393,1.8320227519414618,2,-0.2138934793239999,13,0.598018117163041,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2768,0.8263730651307307,1,-1.2689202315012895,6,-1.4269014383273622,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7162,0.06917800682618011,2,1.4580307487481041,6,0.5087689150138629,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2194,-0.9187249208055381,2,-2.341954624631284,3,-0.6036730923573989,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4626,0.9801783113488423,2,-0.9322598207640732,3,0.0522555527288965,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1089,-0.9376547972631519,0,1.092433134514924,9,-0.44381136024586093,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5914,-0.47505594133021567,0,0.2575669448657156,9,-0.3518580260992158,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6342,0.17565856190025733,0,-2.210945640119525,9,0.5691558436936399,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7023,-1.4878043318125518,0,0.756867085835906,9,0.8107453086692398,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6583,-0.2857571767540779,1,1.1553483910904851,0,0.17518436563512482,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7626,0.0,0,-0.08757234963946312,9,0.02867629248495023,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3759,0.6252431277685843,1,0.2575669448657156,13,0.00889951714005475,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3725,-1.6155809979014446,1,-1.140490733998108,4,0.5926933536810932,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4869,-1.2630120488783885,1,0.018477419283420782,6,-0.19419299979084553,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1960,0.7672172012006878,1,-1.0890861084624532,14,0.8332679662680951,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3440,0.0,1,1.4745764570245428,5,-0.20272932146456007,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6609,-1.0263885931582164,1,-0.905672488675458,14,0.16178895641726854,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5038,1.0984900392089283,1,-1.6324955105421866,6,0.7086916240094904,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6855,0.0,2,0.8864308958552378,10,-1.5450546642024345,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2917,-1.5315796711207836,1,0.5731089637174476,7,-0.5127763608558447,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6918,1.8320227519414618,2,-0.20916694573865854,13,0.5851718843959771,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4676,0.0,1,0.2575669448657156,14,0.20569416845690225,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4637,0.0,2,0.2575669448657156,3,-0.781705820717949,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
148,1.9858279981595732,1,1.3743509358184216,13,0.598059867419534,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1800,1.6308928145793153,2,-0.7688282700157849,5,0.6226122297955852,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7921,0.0,0,-0.40002254598750786,8,0.5744806071755877,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6459,1.6190616417933064,2,0.2575669448657156,0,0.913980846743559,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4752,0.7435548556286702,2,0.2575669448657156,10,-1.490499925198905,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8314,-1.6735537445528867,2,-0.38289700490636663,13,0.5921024269738082,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3726,0.0,2,-1.826954517622687,13,0.04371923105518197,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8037,-1.6735537445528867,2,-0.3884603343523908,13,0.6483046953297139,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6623,-0.9483028527705597,2,0.9531563966431864,14,-0.30435908044299614,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2265,0.0,1,0.035562760240917216,12,-1.421027498394622,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5164,-1.772935595955359,2,1.2405437325095625,12,0.48307644947973477,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
978,1.8675162702994872,2,0.8744387327200843,2,0.15376006093785344,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3287,0.6252431277685843,2,1.097282207523495,6,0.597510690968742,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1607,-1.5374952575137877,1,1.0423871225279413,6,-1.5268836679534221,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6338,-1.0855444570882595,2,1.125698257958852,14,0.7322291339969437,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4963,0.8855289290607737,1,-0.09847544905487043,3,-0.381860402726694,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3039,0.0,0,-0.02824061656975974,8,-1.6797313569741432,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1515,-1.9563187741384924,1,0.3463981425639521,14,-0.4240345849009656,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3538,-1.1837431912121306,2,1.4328777672095492,0,-1.6332055134500287,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
773,-1.3813237767384745,1,-0.11270920794098704,4,-0.9436807581196691,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
891,0.03368448846815422,2,0.3428364879736266,13,-1.2050469984401642,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6247,-1.4925368009269553,2,-0.5840573275448366,1,0.2864070489323662,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4428,1.6545551601513329,0,-0.9594708778381198,9,-1.483020206170282,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3651,-0.7944976065524478,1,-0.7160087472999055,6,-0.4924921593166504,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6961,-1.3186185609726286,1,-0.10928775422417114,4,0.2494741297270566,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2095,-0.46440788582280795,2,-2.2641962390049972,4,-0.28935789212925694,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3559,-1.1257704445606886,2,1.1894919072057293,3,-1.590440404568472,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3088,-1.055966525123238,1,-0.4112832698098448,13,-0.6662149765838506,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4624,0.0,1,-1.7966614501922147,5,-1.268179809373901,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7053,-0.20293896725201777,1,0.4316421313184679,0,-0.3059648595388791,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3351,1.2996199765710748,0,-0.7493643762950746,8,0.8514389625171072,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6532,-0.7483560326870142,2,1.122920474900832,0,1.34640752259028,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8123,0.0,2,0.43518388983157136,10,-0.4796876768060793,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1891,0.57791843662455,2,0.5848201842618527,3,1.1726847053230804,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7197,0.5069313999084982,0,-0.2465046705421507,8,-0.0017500098238412494,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1870,-0.8193430694030659,2,1.5030862797966305,6,-0.029048254453852826,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5766,0.0,0,0.9494154232174308,8,-0.283442201940024,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6504,0.0,0,-0.3829780360758358,11,0.20780737374708416,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3554,0.05734683404017134,1,-0.4794257369126286,6,0.5558021847322766,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7724,1.1576459031389712,2,0.2870441625665349,0,0.7487943511500729,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3862,-1.6510745162594704,1,-3.5526415643462848,7,0.23455644192630332,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4084,1.0984900392089283,1,-0.9534346016307808,13,1.792737033849157,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3481,-0.8820482851689112,0,-0.06173918258132337,9,0.1478861210051137,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3524,-0.4040689046141639,2,0.865688339705792,0,-0.605828047904074,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
880,0.03368448846815422,2,0.3448962861996166,13,-1.2082585566319302,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1726,-0.8891469888405167,1,1.5224064246603253,0,-0.23214077138475334,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1127,0.0,0,0.12063276805041179,8,1.9707697622097071,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2875,-0.5117325769668422,2,1.2864771665056243,13,0.2553898199162898,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2983,1.2641264582130485,1,0.6644203701102048,6,0.8625959156753026,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
